1,1,50.75,60.36,126.16999999999999,59.42,1,1,1.0
1,2,0.29,9.89,16.28,35.82,1,1,1.0
2,1,32.8,56.3,124.60000000000001,62.7,1,1,1.0
2,2,0.29,9.89,9.81,35.82,1,1,1.0
3,1,19.8,56.3,117.3,55.400000000000006,1,1,1.0
4,1,3.5,51.4,113.3,60.300000000000004,1,1,1.0
5,1,0.2,51.4,98.7,53.00000000000001,1,1,1.0
6,1,0.2,46.5,80.8,53.8,1,1,1.0
7,1,0.2,44.9,62.099999999999994,55.4,1,1,1.0
8,1,0.2,40.0,45.0,60.3,1,1,1.0
9,1,0.2,40.0,28.7,45.599999999999994,1,1,1.0
10,1,0.2,49.0,19.7,36.599999999999994,1,1,1.0
10,3,920.08,187.34,39.91999999999996,80.58000000000001,1,1,1.0
11,3,861.5,176.8,98.5,91.12,1,1,1.0
12,3,817.5,176.8,142.5,91.12,1,1,1.0
13,3,772.7,156.5,187.29999999999995,111.42000000000002,1,1,1.0
14,3,732.8,149.2,227.20000000000005,118.72000000000003,1,1,1.0
15,3,693.7,141.1,266.29999999999995,126.82000000000002,1,1,1.0
15,4,0.0,161.29,36.1,78.96000000000001,1,1,1.0
16,3,654.6,133.0,305.4,118.6,1,1,1.0
16,4,0.0,161.29,54.0,94.41,1,1,1.0
17,3,615.5,128.1,272.1,123.5,1,1,1.0
17,4,0.0,161.29,75.55,106.60999999999999,1,1,1.0
18,3,584.6,120.8,252.5,111.3,1,1,1.0
18,4,0.0,161.29,97.1,118.81000000000003,1,1,1.0
19,3,548.8,120.8,250.9000000000001,101.50000000000001,1,1,1.0
19,4,0.0,171.1,120.7,126.9,1,1,1.0
20,3,513.8,106.1,285.9000000000001,112.1,1,1,1.0
20,4,0.0,178.4,150.8,130.99999999999997,1,1,1.0
21,3,484.5,106.1,230.5,98.30000000000001,1,1,1.0
21,4,0.0,178.4,171.1,146.49999999999997,1,1,1.0
22,3,453.6,106.1,230.5,91.0,1,1,1.0
22,4,0.0,195.5,199.6,144.10000000000002,1,1,1.0
23,3,422.7,90.6,219.09999999999997,97.5,1,1,1.0
23,4,12.2,203.6,214.3,150.70000000000002,1,1,1.0
24,3,400.7,90.6,205.3,97.5,1,1,1.0
24,4,32.5,213.4,233.10000000000002,155.6,1,1,1.0
25,3,375.5,90.6,230.5,86.1,1,1,1.0
25,4,58.5,213.4,238.8,175.9,1,1,1.0
26,3,352.7,82.5,194.7,83.6,1,1,1.0
26,4,83.7,232.9,260.8,181.6,1,1,1.0
27,3,327.5,82.5,184.89999999999998,83.6,1,1,1.0
27,4,110.6,249.2,280.29999999999995,184.0,1,1,1.0
28,3,302.3,82.5,210.09999999999997,75.5,1,1,1.0
28,4,143.2,259.8,307.1,204.3,1,1,1.0
29,3,284.4,72.7,175.10000000000002,78.8,1,1,1.0
29,4,174.1,276.1,328.29999999999995,210.79999999999995,1,1,1.0
29,5,913.57,180.01,46.42999999999995,73.26000000000002,1,1,1.0
30,3,266.5,72.7,171.8,73.10000000000001,1,1,1.0
30,4,210.71,274.47,350.29999999999995,246.60000000000002,1,1,1.0
30,5,863.1,172.7,96.89999999999998,80.57000000000002,1,1,1.0
31,3,245.3,72.7,167.0,73.10000000000001,1,1,1.0
31,4,255.5,307.8,386.9,232.2,1,1,1.0
31,5,815.9,158.0,144.10000000000002,92.0,1,1,1.0
32,3,228.2,72.7,162.90000000000003,63.3,1,1,1.0
32,4,295.4,324.1,423.5,215.89999999999998,1,1,1.0
32,5,774.4,144.2,185.60000000000002,101.70000000000002,1,1,1.0
33,3,214.4,58.0,153.9,71.5,1,1,1.0
33,4,347.5,341.2,434.9,198.8,1,1,1.0
33,5,723.9,148.3,236.10000000000002,97.6,1,1,1.0
34,3,194.86,56.37,153.89999999999998,71.5,1,1,1.0
34,4,409.36,341.2,434.9,198.8,1,1,1.0
34,5,692.15,132.02,245.85000000000002,97.6,1,1,1.0
35,3,174.52,53.12,153.9,71.5,1,1,1.0
35,4,472.04,387.6,434.90000000000003,149.95999999999992,1,1,1.0
35,5,649.83,124.69,245.83999999999992,97.6,1,1,1.0
36,3,163.53,51.89,146.17999999999998,67.82,1,1,1.0
36,4,551.42,418.55,382.05000000000007,120.22999999999996,1,1,1.0
36,5,610.75,112.49,236.85000000000002,97.60000000000001,1,1,1.0
36,6,896.47,17.22,63.49000000000001,67.56,1,1,1.0
37,3,152.54,50.67,138.46,64.13,1,1,1.0
37,4,630.8,449.5,329.20000000000005,90.5,1,1,1.0
37,5,578.2,101.09,236.83999999999992,97.6,1,1,1.0
37,6,883.45,12.33,63.49000000000001,67.56,1,1,1.0
38,3,141.14,46.6,129.46000000000004,64.13,1,1,1.0
38,4,736.6,482.9,223.39999999999998,57.10000000000002,1,1,1.0
38,5,545.64,96.21,218.15999999999997,97.60000000000001,1,1,1.0
38,6,868.8,11.52,63.49000000000001,67.56,1,1,1.0
39,3,125.68,44.97,129.45,64.13,1,1,1.0
39,5,504.94,87.25,218.16000000000003,97.6,1,1,1.0
39,6,852.52,9.89,63.49000000000001,67.56,1,1,1.0
40,3,111.84,43.35,129.46,64.12,1,1,1.0
40,5,478.89,81.55,209.19000000000005,97.60000000000001,1,1,1.0
40,6,835.42,7.45,63.49000000000001,67.56,1,1,1.0
41,3,97.2,39.27,122.92999999999999,64.13,1,1,1.0
41,5,442.26,73.41,209.19000000000005,97.6,1,1,1.0
41,6,819.14,2.56,63.49000000000001,67.56,1,1,1.0
42,3,84.99,35.21,122.92999999999999,64.12,1,1,1.0
42,5,418.7,69.34,193.68,92.75999999999999,1,1,1.0
42,6,802.86,0.94,63.49000000000001,67.56,1,1,1.0
43,3,71.97,32.76,122.93,64.13,1,1,1.0
43,5,387.77,66.09,193.68000000000006,92.75,1,1,1.0
43,6,787.4,0.93,63.49000000000001,67.55999999999999,1,1,1.0
44,3,58.13,29.51,122.93,64.11999999999999,1,1,1.0
44,5,364.16,67.7,180.63999999999993,78.89999999999999,1,1,1.0
44,6,769.49,0.0,63.49000000000001,59.54,1,1,1.0
45,3,58.13,29.51,104.17000000000002,64.11999999999999,1,1,1.0
45,5,349.51,66.07,170.89,78.9,1,1,1.0
45,6,756.46,0.0,63.49000000000001,58.73,1,1,1.0
46,3,41.85,23.81,104.17000000000002,64.13,1,1,1.0
46,5,326.7,56.3,161.95,78.89999999999999,1,1,1.0
46,6,743.44,0.0,63.489999999999895,51.4,1,1,1.0
47,3,34.52,22.18,104.17999999999998,64.13,1,1,1.0
47,5,300.65,57.9,161.96000000000004,75.66999999999999,1,1,1.0
47,6,730.42,0.0,63.49000000000001,51.4,1,1,1.0
48,3,19.87,27.1,104.17,55.1,1,1,1.0
48,5,284.4,53.02,150.5,75.66999999999999,1,1,1.0
48,6,717.4,0.0,63.49000000000001,51.4,1,1,0.0
49,3,11.73,25.47,103.36999999999999,55.099999999999994,1,1,1.0
49,5,262.42,53.0,150.5,72.43,1,1,1.0
49,6,706.0,0.0,63.49000000000001,51.4,1,1,0.0
50,3,2.78,24.66,99.32,55.10000000000001,1,1,1.0
50,5,241.26,48.12,150.5,72.43,1,1,1.0
50,6,682.39,0.0,63.49000000000001,48.96,1,1,0.0
51,3,0.0,26.29,90.7,55.1,1,1,1.0
51,5,217.65,43.23,150.49999999999997,72.43,1,1,1.0
51,6,687.7,0.0,44.75,45.3,1,1,0.0
52,3,0.0,20.59,80.12,55.099999999999994,1,1,1.0
52,5,207.1,38.35,133.38000000000002,72.43,1,1,1.0
52,6,693.0,0.0,26.019999999999982,41.63,1,1,0.0
53,3,0.0,18.96,71.98,55.1,1,1,1.0
53,5,192.45,37.53,133.38,68.37,1,1,1.0
54,3,0.0,17.33,61.4,55.10000000000001,1,1,1.0
54,5,176.98,36.72,133.38000000000002,68.37,1,1,1.0
55,3,0.0,16.52,54.89,55.10000000000001,1,1,1.0
55,5,155.0,36.72,133.38,65.08,1,1,1.0
56,3,0.0,16.52,44.31,55.10000000000001,1,1,1.0
56,5,148.5,35.91,121.98000000000002,65.08,1,1,1.0
57,3,0.0,15.7,36.17,55.099999999999994,1,1,1.0
