1,1,209.94,249.59,94.03000000000003,43.01000000000002,1,1,1.0
1,2,119.55,334.15,139.21999999999997,61.23000000000002,1,1,1.0
1,3,731.12,266.35,75.80999999999995,40.099999999999966,1,1,1.0
2,1,209.87,249.59,94.10000000000002,43.01000000000002,1,1,1.0
2,2,96.95,336.33,139.23000000000002,61.23000000000002,1,1,1.0
2,3,718.28,267.21,75.81000000000006,40.09000000000003,1,1,1.0
3,1,209.81,249.59,94.16000000000003,43.01000000000002,1,1,1.0
3,2,73.85,340.61,145.25,61.22999999999996,1,1,1.0
3,3,708.87,270.63,75.80999999999995,40.09000000000003,1,1,1.0
4,1,209.75,249.59,94.22000000000003,43.01000000000002,1,1,1.0
4,2,48.18,345.74,145.25,61.23000000000002,1,1,1.0
4,3,694.33,272.34,75.79999999999995,40.09000000000003,1,1,1.0
5,1,209.69,249.59,94.28000000000003,43.01000000000002,1,1,1.0
5,2,22.5,350.88,148.7,61.23000000000002,1,1,1.0
5,3,678.9,273.2,79.25,40.09000000000003,1,1,1.0
6,1,209.63,249.59,94.34000000000003,43.01000000000002,1,1,1.0
6,2,0.0,354.3,153.23,61.22999999999996,1,1,1.0
6,3,665.21,273.2,79.25,40.09000000000003,1,1,1.0
7,1,209.57,249.59,94.40000000000003,43.01000000000002,1,1,1.0
7,2,0.0,357.72,127.56,61.22999999999996,1,1,1.0
7,3,651.5,279.19,80.13,40.089999999999975,1,1,1.0
8,1,209.51,249.59,94.46000000000004,43.01000000000002,1,1,1.0
8,2,0.0,359.4,103.6,64.68,1,1,1.0
8,3,636.95,280.9,80.13,40.09000000000003,1,1,1.0
9,1,209.45,249.59,94.52000000000004,43.01000000000002,1,1,1.0
9,2,0.0,362.82,77.07,64.68,1,1,1.0
9,3,623.26,285.18,80.13,40.089999999999975,1,1,1.0
10,1,209.39,249.59,94.58000000000004,43.01000000000002,1,1,1.0
10,2,0.0,364.53,56.54,64.69000000000005,1,1,1.0
10,3,607.0,285.18,81.0,40.089999999999975,1,1,1.0
11,1,209.33,249.59,94.64000000000001,43.01000000000002,1,1,1.0
11,2,0.0,364.53,30.01,64.68,1,1,1.0
11,3,589.89,286.03,89.50999999999999,45.27000000000004,1,1,1.0
12,1,209.27,249.59,94.70000000000002,43.01000000000002,1,1,1.0
12,3,572.78,286.89,89.50999999999999,45.27000000000004,1,1,1.0
13,1,209.21,249.59,94.76000000000002,43.01000000000002,1,1,1.0
13,3,557.37,288.6,89.50999999999999,45.26999999999998,1,1,1.0
